char	unicode_hex	code_hex	modes	frequency	first_seen_chunk	first_seen_row	source_count	notes
迎	U+8FCE	0xF5B4	1x1,1x2	21	chunk_0102	0	20	provisional
临	U+4E34	0xF5B5	1x1,1x2	80	chunk_0102	0	79	provisional
店	U+5E97	0xF5B6	1x1,1x2	34	chunk_0102	0	34	provisional
注	U+6CE8	0xF5B7	1x1,1x2	23	chunk_0102	1	23	provisional
详	U+8BE6	0xF5B8	1x1,1x2	2	chunk_0102	2	2	provisional
础	U+7840	0xF5B9	1x1,1x2	12	chunk_0102	4	12	provisional
论	U+8BBA	0xF5BA	1x1,1x2	7	chunk_0102	5	6	provisional
擅	U+64C5	0xF5BB	1x1,1x2	2	chunk_0102	7	2	provisional
Ｓ	U+FF33	0xF5BC	1x1,1x2	2	chunk_0102	7	2	provisional
Ｃ	U+FF23	0xF5BD	1x1,1x2	1	chunk_0102	7	1	provisional
Ｄ	U+FF24	0xF5BE	1x1,1x2	1	chunk_0102	7	1	provisional
依	U+4F9D	0xF5BF	1x1,1x2	2	chunk_0102	7	2	provisional
站	U+7AD9	0xF5C0	1x1,1x2	11	chunk_0102	8	11	provisional
挥	U+6325	0xF5C1	1x1,1x2	2	chunk_0102	8	2	provisional
数	U+6570	0xF5C2	1x1,1x2	60	chunk_0102	8	58	provisional
降	U+964D	0xF5C3	1x1,1x2	34	chunk_0102	9	16	provisional
率	U+7387	0xF5C4	1x1,1x2	16	chunk_0102	11	5	provisional
卖	U+5356	0xF5C5	1x1,1x2	20	chunk_0102	16	15	provisional
菜	U+83DC	0xF5C6	1x1,1x2	22	chunk_0102	16	21	provisional
否	U+5426	0xF5C7	1x1,1x2	11	chunk_0102	17	11	provisional
复	U+590D	0xF5C8	1x1,1x2	116	chunk_0103	1	73	provisional
兵	U+5175	0xF5C9	1x1,1x2	85	chunk_0103	2	85	provisional
粮	U+7CAE	0xF5CA	1x1,1x2	17	chunk_0103	2	17	provisional
恢	U+6062	0xF5CB	1x1,1x2	83	chunk_0103	2	49	provisional
４	U+FF14	0xF5CC	1x1,1x2	3	chunk_0104	1	3	provisional
愿	U+613F	0xF5CD	1x1,1x2	3	chunk_0104	2	3	provisional
耐	U+8010	0xF5CE	1x1,1x2	36	chunk_0104	8	33	provisional
遁	U+9041	0xF5CF	1x1,1x2	241	chunk_0104	8	180	provisional
毒	U+6BD2	0xF5D0	1x1,1x2	59	chunk_0104	8	49	provisional
属	U+5C5E	0xF5D1	1x1,1x2	7	chunk_0104	10	5	provisional
于	U+4E8E	0xF5D2	1x1,1x2	28	chunk_0104	10	28	provisional
３	U+FF13	0xF5D3	1x1,1x2	3	chunk_0104	10	3	provisional
剩	U+5269	0xF5D4	1x1,1x2	9	chunk_0104	12	9	provisional
碗	U+7897	0xF5D5	1x1,1x2	5	chunk_0105	1	5	provisional
板	U+677F	0xF5D6	1x1,1x2	4	chunk_0105	4	4	provisional
味	U+5473	0xF5D7	1x1,1x2	7	chunk_0105	6	7	provisional
叔	U+53D4	0xF5D8	1x1,1x2	4	chunk_0105	6	4	provisional
咕	U+5495	0xF5D9	1x1,1x2	7	chunk_0105	9	6	provisional
料	U+6599	0xF5DA	1x1,1x2	5	chunk_0105	10	5	provisional
蝓	U+8753	0xF5DB	1x1,1x2	27	chunk_0106	5	25	provisional
帕	U+5E15	0xF5DC	1x1,1x2	16	chunk_0106	8	15	provisional
豚	U+8C5A	0xF5DD	1x1,1x2	16	chunk_0106	9	7	provisional
冰	U+51B0	0xF5DE	1x1,1x2	10	chunk_0106	16	10	provisional
箱	U+7BB1	0xF5DF	1x1,1x2	4	chunk_0106	16	4	provisional
奶	U+5976	0xF5E0	1x1,1x2	6	chunk_0106	16	3	provisional
质	U+8D28	0xF5E1	1x1,1x2	3	chunk_0106	16	3	provisional
肌	U+808C	0xF5E2	1x1,1x2	2	chunk_0107	2	2	provisional
甘	U+7518	0xF5E3	1x1,1x2	11	chunk_0108	0	9	provisional
栗	U+6817	0xF5E4	1x1,1x2	25	chunk_0108	0	23	provisional
爸	U+7238	0xF5E5	1x1,1x2	6	chunk_0108	3	3	provisional
引	U+5F15	0xF5E6	1x1,1x2	9	chunk_0108	5	9	provisional
傲	U+50B2	0xF5E7	1x1,1x2	6	chunk_0108	5	4	provisional
停	U+505C	0xF5E8	1x1,1x2	6	chunk_0108	9	6	provisional
产	U+4EA7	0xF5E9	1x1,1x2	2	chunk_0108	9	2	provisional
屋	U+5C4B	0xF5EA	1x1,1x2	14	chunk_0108	9	14	provisional
朋	U+670B	0xF5EB	1x1,1x2	43	chunk_0109	2	34	provisional
友	U+53CB	0xF5EC	1x1,1x2	69	chunk_0109	2	53	provisional
送	U+9001	0xF5ED	1x1,1x2	7	chunk_0109	3	7	provisional
袴	U+88B4	0xF5EE	1x1,1x2	2	chunk_0109	6	2	provisional
顾	U+987E	0xF5EF	1x1,1x2	1	chunk_0109	6	1	provisional
客	U+5BA2	0xF5F0	1x1,1x2	3	chunk_0109	6	3	provisional
罄	U+7F44	0xF5F1	1x1,1x2	1	chunk_0109	7	1	provisional
烤	U+70E4	0xF5F2	1x1,1x2	9	chunk_0110	0	9	provisional
第	U+7B2C	0xF5F3	1x1,1x2	41	chunk_0110	1	27	provisional
爷	U+7237	0xF5F4	1x1,1x2	46	chunk_0110	5	24	provisional
糕	U+7CD5	0xF5F5	1x1,1x2	3	chunk_0110	7	3	provisional
咬	U+54AC	0xF5F6	1x1,1x2	5	chunk_0110	7	5	provisional
张	U+5F20	0xF5F7	1x1,1x2	6	chunk_0110	8	6	provisional
整	U+6574	0xF5F8	1x1,1x2	3	chunk_0110	10	2	provisional
妈	U+5988	0xF5F9	1x1,1x2	6	chunk_0110	16	3	provisional
吩	U+5429	0xF5FA	1x1,1x2	1	chunk_0110	22	1	provisional
咐	U+5490	0xF5FB	1x1,1x2	1	chunk_0110	22	1	provisional
座	U+5EA7	0xF5FC	1x1,1x2	1	chunk_0110	24	1	provisional
豪	U+8C6A	0xF640	1x1,1x2	12	chunk_0110	25	12	provisional
五	U+4E94	0xF641	1x1,1x2	12	chunk_0110	25	11	provisional
哟	U+54DF	0xF642	1x1,1x2	11	chunk_0111	0	11	provisional
照	U+7167	0xF643	1x1,1x2	21	chunk_0111	2	21	provisional
片	U+7247	0xF644	1x1,1x2	44	chunk_0111	2	34	provisional
饰	U+9970	0xF645	1x1,1x2	2	chunk_0111	2	2	provisional
慢	U+6162	0xF646	1x1,1x2	10	chunk_0111	8	7	provisional
住	U+4F4F	0xF647	1x1,1x2	18	chunk_0112	0	18	provisional
厅	U+5385	0xF648	1x1,1x2	2	chunk_0113	0	2	provisional
列	U+5217	0xF649	1x1,1x2	17	chunk_0113	0	15	provisional
寿	U+5BFF	0xF64A	1x1,1x2	1	chunk_0113	6	1	provisional
继	U+7EE7	0xF64B	1x1,1x2	15	chunk_0113	6	15	provisional
疑	U+7591	0xF64C	1x1,1x2	6	chunk_0113	8	6	provisional
犹	U+72B9	0xF64D	1x1,1x2	3	chunk_0113	10	3	provisional
豫	U+8C6B	0xF64E	1x1,1x2	3	chunk_0113	10	3	provisional
卿	U+537F	0xF64F	1x1,1x2	2	chunk_0113	11	1	provisional
羡	U+7FA1	0xF650	1x1,1x2	1	chunk_0113	11	1	provisional
慕	U+6155	0xF651	1x1,1x2	2	chunk_0113	11	2	provisional
姬	U+59EC	0xF652	1x1,1x2	2	chunk_0113	20	2	provisional
帖	U+5E16	0xF653	1x1,1x2	2	chunk_0113	20	2	provisional
突	U+7A81	0xF654	1x1,1x2	25	chunk_0113	21	25	provisional
梦	U+68A6	0xF655	1x1,1x2	9	chunk_0113	21	9	provisional
幻	U+5E7B	0xF656	1x1,1x2	34	chunk_0113	21	32	provisional
遗	U+9057	0xF657	1x1,1x2	3	chunk_0113	21	3	provisional
迹	U+8FF9	0xF658	1x1,1x2	2	chunk_0113	21	2	provisional
骚	U+9A9A	0xF659	1x1,1x2	7	chunk_0113	22	6	provisional
将	U+5C06	0xF65A	1x1,1x2	35	chunk_0113	23	32	provisional
银	U+94F6	0xF65B	1x1,1x2	6	chunk_0113	24	6	provisional
黄	U+9EC4	0xF65C	1x1,1x2	11	chunk_0113	24	11	provisional
券	U+5238	0xF65D	1x1,1x2	30	chunk_0113	25	30	provisional
桌	U+684C	0xF65E	1x1,1x2	1	chunk_0114	1	1	provisional
持	U+6301	0xF65F	1x1,1x2	14	chunk_0115	0	12	provisional
亏	U+4E8F	0xF660	1x1,1x2	7	chunk_0115	2	7	provisional
病	U+75C5	0xF661	1x1,1x2	7	chunk_0115	3	6	provisional
探	U+63A2	0xF662	1x1,1x2	3	chunk_0115	3	3	provisional
咳	U+54B3	0xF663	1x1,1x2	4	chunk_0115	4	2	provisional
拖	U+62D6	0xF664	1x1,1x2	5	chunk_0115	4	5	provisional
灾	U+707E	0xF665	1x1,1x2	4	chunk_0115	5	4	provisional
彻	U+5F7B	0xF666	1x1,1x2	3	chunk_0115	6	3	provisional
肚	U+809A	0xF667	1x1,1x2	3	chunk_0115	7	3	provisional
疼	U+75BC	0xF668	1x1,1x2	2	chunk_0115	7	2	provisional
检	U+68C0	0xF669	1x1,1x2	2	chunk_0115	8	2	provisional
帮	U+5E2E	0xF66A	1x1,1x2	20	chunk_0115	12	19	provisional
慌	U+614C	0xF66B	1x1,1x2	2	chunk_0115	14	2	provisional
顶	U+9876	0xF66C	1x1,1x2	9	chunk_0116	0	9	provisional
悠	U+60A0	0xF66D	1x1,1x2	5	chunk_0116	0	5	provisional
闲	U+95F2	0xF66E	1x1,1x2	4	chunk_0116	0	4	provisional
噜	U+565C	0xF66F	1x1,1x2	4	chunk_0116	2	2	provisional
骨	U+9AA8	0xF670	1x1,1x2	9	chunk_0117	0	8	provisional
伸	U+4F38	0xF671	1x1,1x2	1	chunk_0117	2	1	provisional
窗	U+7A97	0xF672	1x1,1x2	1	chunk_0118	1	1	provisional
户	U+6237	0xF673	1x1,1x2	12	chunk_0118	1	12	provisional
空	U+7A7A	0xF674	1x1,1x2	8	chunk_0118	1	8	provisional
浑	U+6D51	0xF675	1x1,1x2	1	chunk_0118	1	1	provisional
浊	U+6D4A	0xF676	1x1,1x2	1	chunk_0118	1	1	provisional
却	U+5374	0xF677	1x1,1x2	1	chunk_0118	2	1	provisional
蜜	U+871C	0xF678	1x1,1x2	3	chunk_0118	3	3	provisional
瓜	U+74DC	0xF679	1x1,1x2	4	chunk_0118	3	3	provisional
赶	U+8D76	0xF67A	1x1,1x2	16	chunk_0118	3	16	provisional
嘎	U+560E	0xF67B	1x1,1x2	4	chunk_0118	3	4	provisional
懈	U+61C8	0xF67C	1x1,1x2	3	chunk_0119	1	3	provisional
兑	U+5151	0xF67D	1x1,1x2	2	chunk_0119	6	2	provisional
获	U+83B7	0xF67E	1x1,1x2	84	chunk_0119	7	60	provisional
付	U+4ED8	0xF680	1x1,1x2	5	chunk_0119	29	5	provisional
珍	U+73CD	0xF681	1x1,1x2	2	chunk_0119	29	2	provisional
惜	U+60DC	0xF682	1x1,1x2	2	chunk_0119	29	2	provisional
仁	U+4EC1	0xF683	1x1,1x2	7	chunk_0119	30	7	provisional
轴	U+8F74	0xF684	1x1,1x2	41	chunk_0119	30	40	provisional
爬	U+722C	0xF685	1x1,1x2	4	chunk_0120	0	4	provisional
楼	U+697C	0xF686	1x1,1x2	2	chunk_0120	0	2	provisional
梯	U+68AF	0xF687	1x1,1x2	2	chunk_0120	0	2	provisional
界	U+754C	0xF688	1x1,1x2	21	chunk_0120	1	21	provisional
谜	U+8C1C	0xF689	1x1,1x2	1	chunk_0120	4	1	provisional
答	U+7B54	0xF68A	1x1,1x2	3	chunk_0120	6	3	provisional
组	U+7EC4	0xF68B	1x1,1x2	40	chunk_0120	7	21	provisional
处	U+5904	0xF68C	1x1,1x2	25	chunk_0120	8	24	provisional
寄	U+5BC4	0xF68D	1x1,1x2	26	chunk_0120	9	26	provisional
懒	U+61D2	0xF68E	1x1,1x2	2	chunk_0120	14	2	provisional
委	U+59D4	0xF68F	1x1,1x2	3	chunk_0120	21	3	provisional
符	U+7B26	0xF690	1x1,1x2	57	chunk_0120	22	52	provisional
屏	U+5C4F	0xF691	1x1,1x2	1	chunk_0120	23	1	provisional
敬	U+656C	0xF692	1x1,1x2	1	chunk_0120	25	1	provisional
号	U+53F7	0xF693	1x1,1x2	11	chunk_0120	26	3	provisional
贡	U+8D21	0xF694	1x1,1x2	1	chunk_0121	4	1	provisional
献	U+732E	0xF695	1x1,1x2	1	chunk_0121	4	1	provisional
赴	U+8D74	0xF696	1x1,1x2	1	chunk_0121	5	1	provisional
紧	U+7D27	0xF697	1x1,1x2	14	chunk_0121	6	14	provisional
孙	U+5B59	0xF698	1x1,1x2	2	chunk_0121	7	2	provisional
脸	U+8138	0xF699	1x1,1x2	2	chunk_0121	7	2	provisional
捷	U+6377	0xF69A	1x1,1x2	1	chunk_0121	9	1	provisional
径	U+5F84	0xF69B	1x1,1x2	1	chunk_0121	9	1	provisional
报	U+62A5	0xF69C	1x1,1x2	39	chunk_0122	0	39	provisional
酬	U+916C	0xF69D	1x1,1x2	26	chunk_0122	0	26	provisional
限	U+9650	0xF69E	1x1,1x2	41	chunk_0122	0	12	provisional
级	U+7EA7	0xF69F	1x1,1x2	26	chunk_0122	1	25	provisional
存	U+5B58	0xF6A0	1x1,1x2	89	chunk_0122	2	64	provisional
刻	U+523B	0xF6A1	1x1,1x2	16	chunk_0122	7	16	provisional
累	U+7D2F	0xF6A2	1x1,1x2	8	chunk_0122	8	8	provisional
绩	U+7EE9	0xF6A3	1x1,1x2	3	chunk_0122	11	3	provisional
返	U+8FD4	0xF6A4	1x1,1x2	8	chunk_0122	12	8	provisional
共	U+5171	0xF6A5	1x1,1x2	3	chunk_0122	13	3	provisional
预	U+9884	0xF6A6	1x1,1x2	3	chunk_0122	13	3	provisional
记	U+8BB0	0xF6A7	1x1,1x2	24	chunk_0122	14	24	provisional
评	U+8BC4	0xF6A8	1x1,1x2	5	chunk_0122	15	4	provisional
几	U+51E0	0xF6A9	1x1,1x2	7	chunk_0122	17	6	provisional
模	U+6A21	0xF6AA	1x1,1x2	1	chunk_0122	17	1	provisional
均	U+5747	0xF6AB	1x1,1x2	1	chunk_0123	3	1	provisional
仅	U+4EC5	0xF6AC	1x1,1x2	6	chunk_0123	10	6	provisional
及	U+53CA	0xF6AD	1x1,1x2	12	chunk_0123	12	12	provisional
跃	U+8DC3	0xF6AE	1x1,1x2	11	chunk_0123	12	10	provisional
妙	U+5999	0xF6AF	1x1,1x2	9	chunk_0123	14	9	provisional
圆	U+5706	0xF6B0	1x1,1x2	4	chunk_0123	16	4	provisional
机	U+673A	0xF6B1	1x1,1x2	39	chunk_0123	17	37	provisional
抓	U+6293	0xF6B2	1x1,1x2	2	chunk_0123	18	2	provisional
绽	U+7EFD	0xF6B3	1x1,1x2	1	chunk_0123	18	1	provisional
予	U+4E88	0xF6B4	1x1,1x2	5	chunk_0123	19	5	provisional
益	U+76CA	0xF6B5	1x1,1x2	1	chunk_0123	22	1	provisional
妨	U+59A8	0xF6B6	1x1,1x2	7	chunk_0123	23	7	provisional
尝	U+5C1D	0xF6B7	1x1,1x2	5	chunk_0123	23	5	provisional
耗	U+8017	0xF6B8	1x1,1x2	5	chunk_0123	27	5	provisional
逐	U+9010	0xF6B9	1x1,1x2	1	chunk_0123	27	1	provisional
渐	U+6E10	0xF6BA	1x1,1x2	1	chunk_0123	27	1	provisional
伴	U+4F34	0xF6BB	1x1,1x2	59	chunk_0123	29	47	provisional
某	U+67D0	0xF6BC	1x1,1x2	10	chunk_0123	33	10	provisional
足	U+8DB3	0xF6BD	1x1,1x2	8	chunk_0123	33	8	provisional
印	U+5370	0xF6BE	1x1,1x2	146	chunk_0123	33	142	provisional
充	U+5145	0xF6BF	1x1,1x2	1	chunk_0123	34	1	provisional
昂	U+6602	0xF6C0	1x1,1x2	1	chunk_0123	36	1	provisional
勤	U+52E4	0xF6C1	1x1,1x2	3	chunk_0123	40	3	provisional
悬	U+60AC	0xF6C2	1x1,1x2	10	chunk_0123	43	10	provisional
崖	U+5D16	0xF6C3	1x1,1x2	11	chunk_0123	43	11	provisional
挡	U+6321	0xF6C4	1x1,1x2	8	chunk_0123	43	7	provisional
历	U+5386	0xF6C5	1x1,1x2	4	chunk_0124	0	3	provisional
妖	U+5996	0xF6C6	1x1,1x2	2	chunk_0124	2	2	provisional
狐	U+72D0	0xF6C7	1x1,1x2	4	chunk_0124	2	4	provisional
拯	U+62EF	0xF6C8	1x1,1x2	3	chunk_0124	2	3	provisional
崩	U+5D29	0xF6C9	1x1,1x2	5	chunk_0124	4	5	provisional
毁	U+6BC1	0xF6CA	1x1,1x2	5	chunk_0124	4	4	provisional
划	U+5212	0xF6CB	1x1,1x2	2	chunk_0124	4	2	provisional
貌	U+8C8C	0xF6CC	1x1,1x2	1	chunk_0124	5	1	provisional
追	U+8FFD	0xF6CD	1x1,1x2	9	chunk_0124	6	9	provisional
逃	U+9003	0xF6CE	1x1,1x2	11	chunk_0124	7	10	provisional
骂	U+9A82	0xF6CF	1x1,1x2	3	chunk_0124	8	3	provisional
课	U+8BFE	0xF6D0	1x1,1x2	3	chunk_0124	9	3	provisional
扬	U+626C	0xF6D1	1x1,1x2	2	chunk_0124	10	2	provisional
笑	U+7B11	0xF6D2	1x1,1x2	2	chunk_0124	16	2	provisional
燃	U+71C3	0xF6D3	1x1,1x2	6	chunk_0125	0	6	provisional
垃	U+5783	0xF6D4	1x1,1x2	1	chunk_0125	0	1	provisional
圾	U+573E	0xF6D5	1x1,1x2	1	chunk_0125	0	1	provisional
休	U+4F11	0xF6D6	1x1,1x2	3	chunk_0125	1	3	provisional
饭	U+996D	0xF6D7	1x1,1x2	5	chunk_0126	0	4	provisional
唧	U+5527	0xF6D8	1x1,1x2	4	chunk_0126	2	1	provisional
享	U+4EAB	0xF6D9	1x1,1x2	1	chunk_0126	4	1	provisional
册	U+518C	0xF6DA	1x1,1x2	35	chunk_0127	0	35	provisional
街	U+8857	0xF6DB	1x1,1x2	15	chunk_0127	0	15	provisional
旅	U+65C5	0xF6DC	1x1,1x2	3	chunk_0127	0	3	provisional
馆	U+9986	0xF6DD	1x1,1x2	1	chunk_0127	0	1	provisional
枕	U+6795	0xF6DE	1x1,1x2	2	chunk_0127	1	2	provisional
茫	U+832B	0xF6DF	1x1,1x2	1	chunk_0127	2	1	provisional
城	U+57CE	0xF6E0	1x1,1x2	10	chunk_0127	6	9	provisional
奖	U+5956	0xF6E1	1x1,1x2	26	chunk_0128	2	25	provisional
即	U+5373	0xF6E2	1x1,1x2	21	chunk_0128	6	18	provisional
俱	U+4FF1	0xF6E3	1x1,1x2	1	chunk_0128	8	1	provisional
疏	U+758F	0xF6E4	1x1,1x2	2	chunk_0128	8	2	provisional
宅	U+5B85	0xF6E5	1x1,1x2	10	chunk_0129	0	9	provisional
邸	U+90B8	0xF6E6	1x1,1x2	9	chunk_0129	0	8	provisional
酱	U+9171	0xF6E7	1x1,1x2	6	chunk_0130	5	6	provisional
避	U+907F	0xF6E8	1x1,1x2	16	chunk_0130	7	15	provisional
派	U+6D3E	0xF6E9	1x1,1x2	6	chunk_0130	9	6	provisional
件	U+4EF6	0xF6EA	1x1,1x2	47	chunk_0130	10	43	provisional
莫	U+83AB	0xF6EB	1x1,1x2	1	chunk_0130	13	1	provisional
铺	U+94FA	0xF6EC	1x1,1x2	1	chunk_0130	17	1	provisional
烧	U+70E7	0xF6ED	1x1,1x2	6	chunk_0130	21	6	provisional
钱	U+94B1	0xF6EE	1x1,1x2	11	chunk_0130	22	7	provisional
糖	U+7CD6	0xF6EF	1x1,1x2	7	chunk_0130	24	7	provisional
炒	U+7092	0xF6F0	1x1,1x2	2	chunk_0130	24	2	provisional
温	U+6E29	0xF6F1	1x1,1x2	8	chunk_0130	30	8	provisional
泉	U+6CC9	0xF6F2	1x1,1x2	8	chunk_0130	30	8	provisional
距	U+8DDD	0xF6F3	1x1,1x2	4	chunk_0130	33	4	provisional
统	U+7EDF	0xF6F4	1x1,1x2	1	chunk_0130	33	1	provisional
摇	U+6447	0xF6F5	1x1,1x2	2	chunk_0130	33	2	provisional
境	U+5883	0xF6F6	1x1,1x2	14	chunk_0130	34	14	provisional
断	U+65AD	0xF6F7	1x1,1x2	15	chunk_0130	34	13	provisional
争	U+4E89	0xF6F8	1x1,1x2	7	chunk_0130	35	7	provisional
牺	U+727A	0xF6F9	1x1,1x2	2	chunk_0130	36	2	provisional
牲	U+7272	0xF6FA	1x1,1x2	2	chunk_0130	36	2	provisional
侵	U+4FB5	0xF6FB	1x1,1x2	15	chunk_0130	38	13	provisional
钮	U+94AE	0xF6FC	1x1,1x2	6	chunk_0130	41	6	provisional
告	U+544A	0xF740	1x1,1x2	18	chunk_0130	41	18	provisional
诉	U+8BC9	0xF741	1x1,1x2	9	chunk_0130	41	9	provisional
投	U+6295	0xF742	1x1,1x2	4	chunk_0130	44	4	provisional
悦	U+60A6	0xF743	1x1,1x2	1	chunk_0130	46	1	provisional
耳	U+8033	0xF744	1x1,1x2	1	chunk_0130	46	1	provisional
甜	U+751C	0xF745	1x1,1x2	7	chunk_0130	47	7	provisional
织	U+7EC7	0xF746	1x1,1x2	7	chunk_0130	55	4	provisional
绊	U+7ECA	0xF747	1x1,1x2	6	chunk_0130	55	4	provisional
雷	U+96F7	0xF748	1x1,1x2	44	chunk_0130	58	36	provisional
坚	U+575A	0xF749	1x1,1x2	2	chunk_0130	62	2	provisional
露	U+9732	0xF74A	1x1,1x2	2	chunk_0130	65	2	provisional
憾	U+61BE	0xF74B	1x1,1x2	1	chunk_0130	66	1	provisional
幅	U+5E45	0xF74C	1x1,1x2	65	chunk_0130	79	21	provisional
百	U+767E	0xF74D	1x1,1x2	7	chunk_0131	4	7	provisional
磨	U+78E8	0xF74E	1x1,1x2	9	chunk_0131	4	8	provisional
假	U+5047	0xF74F	1x1,1x2	6	chunk_0132	0	6	provisional
至	U+81F3	0xF750	1x1,1x2	5	chunk_0132	0	5	provisional
校	U+6821	0xF751	1x1,1x2	9	chunk_0132	1	9	provisional
望	U+671B	0xF752	1x1,1x2	1	chunk_0132	2	1	provisional
柔	U+67D4	0xF753	1x1,1x2	7	chunk_0132	2	7	provisional
纸	U+7EB8	0xF754	1x1,1x2	2	chunk_0132	3	2	provisional
扔	U+6254	0xF755	1x1,1x2	3	chunk_0132	6	3	provisional
曾	U+66FE	0xF756	1x1,1x2	2	chunk_0132	9	2	provisional
残	U+6B8B	0xF757	1x1,1x2	5	chunk_0132	9	2	provisional
遇	U+9047	0xF758	1x1,1x2	22	chunk_0132	16	11	provisional
姑	U+59D1	0xF759	1x1,1x2	2	chunk_0132	22	2	provisional
娘	U+5A18	0xF75A	1x1,1x2	2	chunk_0132	22	2	provisional
育	U+80B2	0xF75B	1x1,1x2	2	chunk_0132	23	2	provisional
误	U+8BEF	0xF75C	1x1,1x2	8	chunk_0132	25	7	provisional
敞	U+655E	0xF75D	1x1,1x2	1	chunk_0132	27	1	provisional
毕	U+6BD5	0xF75E	1x1,1x2	3	chunk_0132	29	3	provisional
泡	U+6CE1	0xF75F	1x1,1x2	3	chunk_0132	32	3	provisional
帐	U+5E10	0xF760	1x1,1x2	2	chunk_0132	33	2	provisional
篷	U+7BF7	0xF761	1x1,1x2	2	chunk_0132	33	2	provisional
雇	U+96C7	0xF762	1x1,1x2	2	chunk_0132	36	2	provisional
佣	U+4F63	0xF763	1x1,1x2	5	chunk_0132	36	3	provisional
畏	U+754F	0xF764	1x1,1x2	1	chunk_0132	45	1	provisional
惧	U+60E7	0xF765	1x1,1x2	1	chunk_0132	45	1	provisional
灭	U+706D	0xF766	1x1,1x2	7	chunk_0132	46	5	provisional
巡	U+5DE1	0xF767	1x1,1x2	1	chunk_0132	48	1	provisional
逻	U+903B	0xF768	1x1,1x2	1	chunk_0132	48	1	provisional
居	U+5C45	0xF769	1x1,1x2	9	chunk_0132	51	9	provisional
民	U+6C11	0xF76A	1x1,1x2	9	chunk_0132	51	8	provisional
勉	U+52C9	0xF76B	1x1,1x2	2	chunk_0132	55	2	provisional
股	U+80A1	0xF76C	1x1,1x2	4	chunk_0132	63	3	provisional
汗	U+6C57	0xF76D	1x1,1x2	1	chunk_0132	63	1	provisional
洗	U+6D17	0xF76E	1x1,1x2	4	chunk_0132	65	2	provisional
浴	U+6D74	0xF76F	1x1,1x2	1	chunk_0132	65	1	provisional
套	U+5957	0xF770	1x1,1x2	10	chunk_0132	65	9	provisional
租	U+79DF	0xF771	1x1,1x2	1	chunk_0132	65	1	provisional
旦	U+65E6	0xF772	1x1,1x2	1	chunk_0133	12	1	provisional
世	U+4E16	0xF773	1x1,1x2	10	chunk_0133	13	10	provisional
罕	U+7F55	0xF774	1x1,1x2	1	chunk_0133	14	1	provisional
捉	U+6349	0xF775	1x1,1x2	2	chunk_0133	17	2	provisional
拳	U+62F3	0xF776	1x1,1x2	20	chunk_0133	18	19	provisional
慰	U+6170	0xF777	1x1,1x2	3	chunk_0133	19	2	provisional
挨	U+6328	0xF778	1x1,1x2	2	chunk_0133	19	2	provisional
	U+E0FD	0xF779	1x1,1x2	2	chunk_0133	27	2	provisional
俺	U+4FFA	0xF77A	1x1,1x2	3	chunk_0133	34	2	provisional
乱	U+4E71	0xF77B	1x1,1x2	33	chunk_0133	36	31	provisional
窝	U+7A9D	0xF77C	1x1,1x2	1	chunk_0133	37	1	provisional
囊	U+56CA	0xF77D	1x1,1x2	1	chunk_0133	37	1	provisional
遮	U+906E	0xF77E	1x1,1x2	1	chunk_0133	39	1	provisional
赌	U+8D4C	0xF780	1x1,1x2	5	chunk_0134	0	5	provisional
碰	U+78B0	0xF781	1x1,1x2	9	chunk_0134	0	9	provisional
镇	U+9547	0xF782	1x1,1x2	1	chunk_0134	4	1	provisional
煮	U+716E	0xF783	1x1,1x2	1	chunk_0134	5	1	provisional
励	U+52B1	0xF784	1x1,1x2	23	chunk_0134	6	22	provisional
餐	U+9910	0xF785	1x1,1x2	1	chunk_0134	7	1	provisional
町	U+753A	0xF786	1x1,1x2	1	chunk_0134	8	1	provisional
招	U+62DB	0xF787	1x1,1x2	8	chunk_0135	2	8	provisional
牌	U+724C	0xF788	1x1,1x2	7	chunk_0135	2	7	provisional
欠	U+6B20	0xF789	1x1,1x2	2	chunk_0135	2	2	provisional
鼾	U+9F3E	0xF78A	1x1,1x2	1	chunk_0135	4	1	provisional
困	U+56F0	0xF78B	1x1,1x2	2	chunk_0135	4	2	provisional
专	U+4E13	0xF78C	1x1,1x2	3	chunk_0135	5	3	provisional
盹	U+76F9	0xF78D	1x1,1x2	1	chunk_0135	8	1	provisional
瞌	U+778C	0xF78E	1x1,1x2	1	chunk_0135	9	1	provisional
戒	U+6212	0xF78F	1x1,1x2	1	chunk_0135	18	1	provisional
奉	U+5949	0xF790	1x1,1x2	1	chunk_0135	21	1	provisional
援	U+63F4	0xF791	1x1,1x2	5	chunk_0135	21	5	provisional
蔓	U+8513	0xF792	1x1,1x2	4	chunk_0135	22	4	provisional
延	U+5EF6	0xF793	1x1,1x2	7	chunk_0135	22	7	provisional
稀	U+7A00	0xF794	1x1,1x2	5	chunk_0135	27	5	provisional
稳	U+7A33	0xF795	1x1,1x2	2	chunk_0135	29	2	provisional
源	U+6E90	0xF796	1x1,1x2	11	chunk_0136	2	11	provisional
故	U+6545	0xF797	1x1,1x2	20	chunk_0136	4	20	provisional
乡	U+4E61	0xF798	1x1,1x2	20	chunk_0136	4	20	provisional
攒	U+6512	0xF799	1x1,1x2	12	chunk_0136	12	12	provisional
固	U+56FA	0xF79A	1x1,1x2	6	chunk_0136	15	5	provisional
除	U+9664	0xF79B	1x1,1x2	54	chunk_0136	16	51	provisional
